time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-26 00:00:00+00:00,1,1,66,24
2024-08-27 00:00:00+00:00,5,5,823,165
2024-08-28 00:00:00+00:00,10,9,915,165
2024-08-29 00:00:00+00:00,10,9,565,189
2024-08-30 00:00:00+00:00,9,7,587,185
2024-08-31 00:00:00+00:00,8,8,426,105
2024-09-01 00:00:00+00:00,5,5,475,102
2024-09-02 00:00:00+00:00,8,6,974,219
2024-09-03 00:00:00+00:00,13,12,1218,211
2024-09-04 00:00:00+00:00,8,8,773,206
2024-09-05 00:00:00+00:00,3,3,542,169
2024-09-06 00:00:00+00:00,7,6,843,157
2024-09-07 00:00:00+00:00,6,5,431,86
2024-09-08 00:00:00+00:00,6,5,246,90
2024-09-09 00:00:00+00:00,8,7,635,160
