referrer,views_total,views_unique
github.com,5842,1494
Google,1692,394
apitable.com,1194,248
link.juejin.cn,1163,92
Baidu,358,32
cn.bing.com,190,35
link.zhihu.com,142,37
Bing,81,24
ya.ru,42,1
link.csdn.net,35,6
