referrer,views_total,views_unique
github.com,2704,655
Google,1137,353
apitable.com,1077,282
link.zhihu.com,215,67
Baidu,151,45
Bing,146,14
cn.bing.com,142,53
news.ycombinator.com,112,95
link.csdn.net,89,24
gitee.com,63,19
