referrer,views_total,views_unique
github.com,4538,977
Google,1734,374
apitable.com,1588,467
Baidu,257,75
link.zhihu.com,208,70
gitee.com,176,20
cn.bing.com,168,30
t.co,137,56
medevel.com,87,38
mail.qq.com,77,8
