referrer,views_total,views_unique
github.com,3863,625
Google,2467,628
link.juejin.cn,786,80
aitable.ai,508,93
cn.bing.com,309,65
link.zhihu.com,240,47
Bing,135,39
Baidu,92,16
help.aitable.ai,91,22
apitable.com,60,10
