referrer,views_total,views_unique
github.com,2794,567
Google,1960,417
link.juejin.cn,594,75
aitable.ai,379,105
link.zhihu.com,242,47
atlas.scoutflo.com,149,44
cn.bing.com,91,33
Bing,73,17
apitable.com,44,7
grep.app,43,2
