referrer,views_total,views_unique
github.com,4461,919
Google,1825,395
apitable.com,1616,485
Baidu,307,89
link.zhihu.com,229,80
cn.bing.com,186,32
gitee.com,174,25
t.co,137,55
libhunt.com,77,8
mail.qq.com,73,8
