referrer,views_total,views_unique
Google,1664,403
github.com,1014,266
aitable.ai,266,82
Baidu,243,63
link.juejin.cn,217,42
cn.bing.com,119,38
nocobase.com,103,64
Bing,87,30
yandex.ru,62,10
kkgithub.com,57,2
