referrer,views_total,views_unique
github.com,1515,317
Google,1287,451
aitable.ai,547,103
cn.bing.com,204,41
link.juejin.cn,162,30
Baidu,148,40
Bing,102,35
nocobase.com,76,43
yandex.ru,39,10
cn.v2ex.com,39,2
