time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-13 00:00:00+00:00,1,1,37,30
2024-02-14 00:00:00+00:00,7,7,304,93
2024-02-15 00:00:00+00:00,10,10,535,99
2024-02-16 00:00:00+00:00,12,9,363,102
2024-02-17 00:00:00+00:00,11,11,189,67
2024-02-18 00:00:00+00:00,12,11,968,153
2024-02-19 00:00:00+00:00,24,21,1091,178
2024-02-20 00:00:00+00:00,21,17,1232,213
2024-02-21 00:00:00+00:00,20,17,1172,194
2024-02-22 00:00:00+00:00,29,25,1431,193
2024-02-23 00:00:00+00:00,30,26,1496,226
2024-02-24 00:00:00+00:00,9,9,408,71
2024-02-25 00:00:00+00:00,12,12,476,78
2024-02-26 00:00:00+00:00,31,24,1568,208
2024-02-27 00:00:00+00:00,29,26,1734,199
