time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-11 00:00:00+00:00,2,2,53,27
2024-01-12 00:00:00+00:00,28,24,1255,236
2024-01-13 00:00:00+00:00,17,17,1158,116
2024-01-14 00:00:00+00:00,12,12,453,103
2024-01-15 00:00:00+00:00,145,32,1498,227
2024-01-16 00:00:00+00:00,39,31,2044,315
2024-01-17 00:00:00+00:00,23,20,1307,209
2024-01-18 00:00:00+00:00,22,20,1309,223
2024-01-19 00:00:00+00:00,28,21,1167,175
2024-01-20 00:00:00+00:00,12,12,536,85
2024-01-21 00:00:00+00:00,11,11,555,91
2024-01-22 00:00:00+00:00,39,24,1140,223
2024-01-23 00:00:00+00:00,116,33,1400,233
2024-01-24 00:00:00+00:00,26,24,1421,210
2024-01-25 00:00:00+00:00,29,25,1049,170
