referrer,views_total,views_unique
github.com,4963,1325
Google,1726,480
apitable.com,1234,275
link.juejin.cn,928,110
Baidu,402,112
link.zhihu.com,315,61
Bing,149,37
cn.bing.com,108,36
link.csdn.net,65,16
help.apitable.com,47,11
