referrer,views_total,views_unique
github.com,1406,327
Google,1304,460
aitable.ai,506,111
cn.bing.com,195,46
link.juejin.cn,180,32
Baidu,148,46
Bing,112,39
nocobase.com,76,42
yandex.ru,41,12
cn.v2ex.com,40,3
