referrer,views_total,views_unique
github.com,3053,579
Google,1279,392
link.juejin.cn,1062,144
apitable.com,1018,226
link.zhihu.com,328,67
Baidu,258,92
cn.bing.com,127,40
Bing,118,34
oschina.net,74,25
app.raindrop.io,74,1
