referrer,views_total,views_unique
github.com,1588,295
Google,711,258
aitable.ai,234,81
link.juejin.cn,191,27
cn.bing.com,75,18
link.zhihu.com,52,16
Bing,48,22
gitee.com,41,6
libhunt.com,19,2
DuckDuckGo,17,10
