referrer,views_total,views_unique
github.com,3857,674
Google,2398,454
apitable.com,1472,288
link.juejin.cn,1431,209
Baidu,361,119
cn.bing.com,220,55
link.zhihu.com,219,50
Bing,155,33
oschina.net,138,43
link.csdn.net,70,13
