referrer,views_total,views_unique
github.com,3193,500
Google,2203,430
aitable.ai,693,187
link.juejin.cn,448,71
link.zhihu.com,176,36
Baidu,168,51
cn.bing.com,133,39
help.aitable.ai,118,32
Bing,88,35
DuckDuckGo,50,17
