referrer,views_total,views_unique
github.com,3071,517
Google,1466,442
apitable.com,1332,250
link.juejin.cn,651,89
Baidu,295,42
cn.bing.com,237,34
link.zhihu.com,177,51
Bing,88,36
help.apitable.com,43,12
githubfast.com,42,3
