referrer,views_total,views_unique
news.ycombinator.com,20037,6649
t.co,2141,1225
github.com,1711,483
apitable.com,1654,433
hckrnews.com,243,147
Google,234,76
hn.premii.com,104,28
hackurls.com,82,6
flipboard.com,64,39
cla-assistant.io,48,13
