referrer,views_total,views_unique
Google,1249,446
github.com,1180,320
aitable.ai,465,103
link.juejin.cn,294,39
Baidu,203,53
cn.bing.com,165,45
Bing,104,33
nocobase.com,84,52
link.zhihu.com,46,14
yandex.ru,41,13
