referrer,views_total,views_unique
github.com,2526,680
Google,1212,350
apitable.com,904,272
Baidu,466,138
link.zhihu.com,184,78
cn.bing.com,164,47
medevel.com,79,13
gitee.com,78,11
link.csdn.net,59,21
githubs.cn,46,2
