url_path,views_total,views_unique
/apitable/apitable,12219,6370
/apitable/apitable/issues,1044,278
/apitable/apitable/pulls,785,142
/apitable/apitable/blob/develop/docs/contribute/developer-guide.md,746,342
/apitable/apitable/tree/develop/packages,387,219
/apitable/apitable/commits/develop,381,63
/apitable/apitable/tree/develop/backend-server,324,217
/apitable/apitable/security/dependabot,304,9
/apitable/apitable/graphs/contributors,190,97
/apitable/apitable/search,174,74
