referrer,views_total,views_unique
github.com,3727,595
Google,2426,622
link.juejin.cn,821,84
aitable.ai,472,81
cn.bing.com,324,68
link.zhihu.com,190,38
Bing,124,38
Baidu,87,15
apitable.com,60,9
help.aitable.ai,48,17
