time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-06 00:00:00+00:00,2,2,72,29
2024-04-07 00:00:00+00:00,32,27,1575,227
2024-04-08 00:00:00+00:00,47,38,1712,310
2024-04-09 00:00:00+00:00,47,38,1998,305
2024-04-10 00:00:00+00:00,39,35,1630,288
2024-04-11 00:00:00+00:00,34,28,1394,265
2024-04-12 00:00:00+00:00,25,23,771,192
2024-04-13 00:00:00+00:00,18,14,579,112
2024-04-14 00:00:00+00:00,11,11,364,103
2024-04-15 00:00:00+00:00,20,15,981,213
2024-04-16 00:00:00+00:00,27,22,1361,246
2024-04-17 00:00:00+00:00,80,33,1363,250
2024-04-18 00:00:00+00:00,39,32,1403,233
2024-04-19 00:00:00+00:00,25,24,1072,221
2024-04-20 00:00:00+00:00,13,12,363,88
