referrer,views_total,views_unique
github.com,3095,710
Google,1304,381
apitable.com,1112,299
link.zhihu.com,198,71
Baidu,185,62
Bing,151,17
cn.bing.com,143,53
gitee.com,116,20
link.csdn.net,76,23
githubs.cn,46,2
