referrer,views_total,views_unique
github.com,5107,1358
Google,1746,496
apitable.com,1458,310
link.juejin.cn,761,103
Baidu,472,129
link.zhihu.com,302,59
cn.bing.com,144,45
Bing,135,35
link.csdn.net,80,17
help.apitable.com,55,16
