referrer,views_total,views_unique
github.com,3282,486
Google,2118,447
link.juejin.cn,1034,106
aitable.ai,520,149
link.zhihu.com,150,39
Bing,150,34
cn.bing.com,146,47
help.aitable.ai,89,8
Baidu,87,26
hub.nuaa.cf,72,1
