referrer,views_total,views_unique
github.com,3491,620
Google,2776,641
link.juejin.cn,889,86
aitable.ai,552,98
link.zhihu.com,292,54
cn.bing.com,264,71
Bing,112,36
Baidu,94,17
help.aitable.ai,87,20
apitable.com,52,10
